indicator_id,case_id,prompt,참조안_A,참조안_A_근거,참조안_A_신뢰도,참조안_A_표시,참조안_B,참조안_B_근거,참조안_B_신뢰도,참조안_B_표시,보조안_C,보조안_C_근거,보조안_C_신뢰도,보조안_C_표시,권고_선택,권고_정답,권고_근거,결정,수정_정답,메모,시작_시각,종료_시각
KPI-1,kpi1-repl-049,영역 소화기계 2. 장 / 판정 「변비 우세형 - 배변 리듬 및 연동운동 활성화 (문항 1~4번)」 / 나이 31 / 복용약 Esomeprazole,calcium_citrate|magnesium_glycinate|soluble_fiber|vitamin_b_complex|zinc,"소화기계 2. 장 · 원문 판정 「변비 우세형 - 배변 리듬 및 연동운동 활성화 (문항 1~4번)」 (19_소화기계_2._장.md p99) · calcium_citrate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · magnesium_glycinate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · vitamin_b_complex: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · zinc: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237)",,,magnesium_glycinate|probiotics|soluble_fiber,변비 우세형은 변의 부피와 연동운동을 같이 올린다. 수용성 식이섬유와 프로바이오틱스로 배변 리듬을 잡고 마그네슘으로 삼투 작용을 더한다. Esomeprazole이 장내 세균총을 바꾸므로 균주 보충이 맞물린다.,0.8,ppi_alters_microbiome_sibo_risk,probiotics|soluble_fiber,"수용성 식이섬유는 변의 수분과 배변 리듬을, 프로바이오틱스는 장내 환경을 지원한다. 복통·혈변·체중 감소 등 경고 증상과 에소메프라졸 장기 사용 맥락을 확인해야 한다.",0.96,alarm_symptom_screen|ppi_use,C,probiotics|soluble_fiber,기록된 신뢰도 비교(0.96),ACCEPT,,,2026-08-04T13:38:10+09:00,2026-08-04T13:38:18+09:00
KPI-4,kpi4-repl-001,"Esomeprazole 복용 중입니다. 「대사 및 순환 6. 당독소(AGEs) 관리」에서 「1. 생성 억제 (당화 차단)」이 목표인데, 함께 확인할 성분과 복용상 주의점은 무엇인가요?",berberine|separate_dosing|supplement_depleted_nutrient|vitamin_b_complex,"당화를 막으려면 먼저 혈당 노출을 줄인다. 베르베린으로 식후 혈당을 낮추고, B군(티아민·벤포티아민 계열)으로 당화 최종산물 생성 경로를 억제한다. Esomeprazole은 위산을 줄여 B12·마그네슘·아연 흡수를 떨어뜨리므로 고갈 영양소를 따로 보충하고, 산성 환경이 필요한 미네랄 제형은 PPI 복용과 2시간 이상 간격을 둔다.",0.58,antiglycation_evidence_indirect|ppi_depletes_b12_mg_zn,advise_professional_consult|berberine|calcium_citrate|magnesium_glycinate|supplement_depleted_nutrient|vitamin_b_complex|zinc,"당화 생성 억제 목표에는 베르베린이 직접적이다. 장기 에소메프라졸 사용에서는 칼슘·마그네슘·비타민 B군·아연 상태를 함께 확인하되, 결핍 확인과 전체 약력 검토 후 보충하고 베르베린의 위장관 이상·상호작용은 전문가와 점검한다.",0.76,berberine_interaction_check|lab_confirmation|ppi_duration_unknown,,,,,B,advise_professional_consult|berberine|calcium_citrate|magnesium_glycinate|supplement_depleted_nutrient|vitamin_b_complex|zinc,기록된 신뢰도 비교(0.76),ACCEPT,,,2026-08-04T13:38:20+09:00,2026-08-04T13:38:28+09:00
KPI-4,kpi4-repl-002,"Furosemide 복용 중입니다. 「대사 및 순환 6. 당독소(AGEs) 관리」에서 「3. 장내 배출 (내독소 제거)」이 목표인데, 함께 확인할 성분과 복용상 주의점은 무엇인가요?",probiotics|separate_dosing|soluble_fiber|supplement_depleted_nutrient,"수용성 식이섬유가 장내 독소를 흡착해 대변으로 내보내고, 프로바이오틱스가 장벽을 복구해 내독소(LPS) 유입을 줄인다. 식이섬유는 Furosemide 흡수를 방해할 수 있어 이뇨제 복용과 2시간 이상 벌린다. 루프 이뇨제는 칼륨·마그네슘·칼슘·티아민·아연을 소변으로 내보내므로 고갈분을 함께 채운다.",0.72,fiber_binds_drug_reduces_absorption|loop_diuretic_depletes_k_mg_ca_b1_zn,advise_professional_consult|calcium_citrate|magnesium_glycinate|probiotics|separate_dosing|soluble_fiber|supplement_depleted_nutrient|vitamin_b_complex|zinc,"장내 배출 목표에는 프로바이오틱스와 수용성 식이섬유가 적합하다. 푸로세미드는 영양소·전해질 손실 가능성이 있어 칼슘·마그네슘·비타민 B군·아연을 검사 맥락에서 확인하고, 식이섬유는 약 흡수를 방해하지 않도록 간격을 두며 수분 제한·신장 기능을 전문가와 검토한다.",0.78,diuretic_electrolyte_loss|fluid_restriction_check|renal_function_unknown,,,,,B,advise_professional_consult|calcium_citrate|magnesium_glycinate|probiotics|separate_dosing|soluble_fiber|supplement_depleted_nutrient|vitamin_b_complex|zinc,기록된 신뢰도 비교(0.78),ACCEPT,,,2026-08-04T13:38:30+09:00,2026-08-04T13:38:38+09:00
KPI-4,kpi4-repl-003,"Levothyroxine 복용 중입니다. 「신경계 및 뇌기능 6. 일시적 인지저하와 치매 선별」에서 「1. 기억력 강화 및 뇌세포 보호 (문항 1,2,3번)」이 목표인데, 함께 확인할 성분과 복용상 주의점은 무엇인가요?",omega3|separate_dosing|vitamin_b_complex,"DHA 중심 오메가3가 신경세포막을 유지하고, B군(B12·엽산·B6)이 호모시스테인을 낮춰 뇌세포를 보호한다. Levothyroxine은 공복에 먹고 칼슘·철·마그네슘 제제와 4시간 이상 벌려야 하므로, 미네랄이 섞인 복합제를 쓴다면 복용 시간대를 나눈다.",0.7,empty_stomach_dosing|levothyroxine_needs_4h_gap_from_minerals,advise_professional_consult|omega3|separate_dosing|vitamin_b_complex,"기억력·신경 보호에는 오메가3와 비타민 B군이 보조 후보이다. 레보티록신은 칼슘·마그네슘·아연·식이섬유와 충분히 간격을 두고, 비오틴이 든 B군 제품은 갑상선 검사에 영향을 줄 수 있어 중단 시점을 의료진과 확인한다. 새 인지 증상은 진료가 우선이다.",0.82,biotin_lab_interference|cognitive_red_flag|thyroid_control_check,,,,,B,advise_professional_consult|omega3|separate_dosing|vitamin_b_complex,기록된 신뢰도 비교(0.82),ACCEPT,,,2026-08-04T13:38:40+09:00,2026-08-04T13:38:48+09:00
KPI-4,kpi4-repl-004,"Metformin 복용 중입니다. 「신경계 및 뇌기능 6. 일시적 인지저하와 치매 선별」에서 「3. 지남력 강화 및 신경 보호 (문항 6,7번)」이 목표인데, 함께 확인할 성분과 복용상 주의점은 무엇인가요?",omega3|supplement_depleted_nutrient|vitamin_b_complex,"Metformin은 회장에서 칼슘 의존성 B12 흡수를 막아 결핍을 만들고, 그 결핍이 말초신경병증과 인지 저하로 이어진다. B군으로 B12를 우선 채우고 혈청 B12를 주기적으로 확인한다. 오메가3는 신경 보호를 보조한다.",0.8,metformin_b12_malabsorption|monitor_serum_b12,advise_professional_consult|omega3|supplement_depleted_nutrient|vitamin_b_complex,"지남력·신경 보호에는 오메가3와 비타민 B군이 적합하며, 메트포르민 장기 사용에서는 비타민 B12 저하를 우선 확인해 필요 시 보충한다. 지남력 저하는 보충제 상담만으로 처리하지 말고 혈당과 신경학적 원인을 평가한다.",0.91,b12_status_check|cognitive_red_flag|glucose_monitoring,,,,,B,advise_professional_consult|omega3|supplement_depleted_nutrient|vitamin_b_complex,기록된 신뢰도 비교(0.91),ACCEPT,,,2026-08-04T13:38:50+09:00,2026-08-04T13:38:58+09:00
KPI-4,kpi4-repl-005,"Prednisolone 복용 중입니다. 「신경계 및 뇌기능 6. 일시적 인지저하와 치매 선별」에서 「4. 감정 조절 및 가성치매 방지 (문항 9,10번)」이 목표인데, 함께 확인할 성분과 복용상 주의점은 무엇인가요?",advise_professional_consult|l_theanine|magnesium_glycinate|omega3|supplement_depleted_nutrient,마그네슘과 L-테아닌이 과각성을 낮추고 오메가3가 우울 증상을 보조한다. 다만 감정 변화 자체가 Prednisolone의 부작용일 수 있어 임의로 줄이거나 끊지 말고 처방의와 상의한다. 스테로이드는 칼슘·비타민D·칼륨·마그네슘·아연을 소모하므로 고갈분을 함께 채운다.,0.58,do_not_self_taper_steroid|steroid_depletes_ca_vitd_k_mg_zn|steroid_induced_mood_change,advise_professional_consult|calcium_citrate|l_theanine|magnesium_glycinate|vitamin_d3,"감정 안정과 수면에는 L-테아닌과 마그네슘이 보조 후보이다. 프레드니솔론은 불면·기분 변화·혈당 상승과 장기 골 소실을 일으킬 수 있어 칼슘·비타민 D 필요성과 복용 시간, 용량을 의료진과 검토해야 한다.",0.77,bone_loss_risk|steroid_hyperglycemia|steroid_mood_effect,,,,,B,advise_professional_consult|calcium_citrate|l_theanine|magnesium_glycinate|vitamin_d3,기록된 신뢰도 비교(0.77),ACCEPT,,,2026-08-04T13:39:00+09:00,2026-08-04T13:39:08+09:00
KPI-4,kpi4-repl-006,"Amlodipine 복용 중입니다. 「신경계 및 뇌기능 6. 일시적 인지저하와 치매 선별」에서 「5. 인지저하 전반적 용도」이 목표인데, 함께 확인할 성분과 복용상 주의점은 무엇인가요?",advise_professional_consult|omega3|vitamin_b_complex|vitamin_d3,"목표가 '전반적 용도'여서 성분을 좁히기 어렵다. 오메가3·B군·비타민D3로 기본 축만 잡는다. Amlodipine은 CYP3A4로 대사되고 혈압을 낮추므로, 혈압을 추가로 내리거나 CYP3A4를 건드리는 성분을 얹기 전에 처방의와 확인한다.",0.55,additive_hypotension_risk|amlodipine_cyp3a4_substrate|broad_goal_low_specificity,advise_professional_consult|omega3|vitamin_b_complex,"인지저하 전반에는 오메가3와 비타민 B군이 보조 후보지만 원인 감별이 우선이다. 암로디핀 복용자는 혈압 저하·어지럼을 확인하고, 급성 또는 진행성 인지 변화는 전문가 평가를 받아야 한다.",0.74,bp_monitoring|cognitive_evaluation|fall_risk,,,,,B,advise_professional_consult|omega3|vitamin_b_complex,기록된 신뢰도 비교(0.74),ACCEPT,,,2026-08-04T13:39:10+09:00,2026-08-04T13:39:18+09:00
KPI-4,kpi4-repl-007,"Atorvastatin 복용 중입니다. 「신경계 및 뇌기능 7. 인지기능 저하 요인」에서 「1. 혈관/대사 - 혈관 내피 기능 및 인슐린 감수성 개선」이 목표인데, 함께 확인할 성분과 복용상 주의점은 무엇인가요?",advise_professional_consult|berberine|coq10|omega3|supplement_depleted_nutrient,"스타틴은 메발론산 경로를 막아 하류의 CoQ10 합성까지 줄이므로 CoQ10을 먼저 보충한다. 오메가3는 혈관 내피 기능과 중성지방을, 베르베린은 인슐린 감수성을 개선한다. 다만 베르베린이 CYP3A4를 억제해 Atorvastatin 혈중농도를 올리고 근육 손상 위험을 키우므로 병용 전에 처방의와 상의한다.",0.68,berberine_inhibits_cyp3a4_raises_statin_level|myopathy_risk|statin_depletes_coq10,advise_professional_consult|berberine|coq10|omega3|supplement_depleted_nutrient,"혈관·대사 목표에는 오메가3와 베르베린이 부합하고, 아토르바스타틴 복용 중에는 코엔자임Q10 상태와 근육 증상을 함께 확인할 수 있다. 베르베린은 지질 저하와 약물 대사에 영향을 줄 수 있으므로 병용 전 간 기능·근육 증상·전체 약력을 전문가와 검토한다.",0.86,liver_monitoring|muscle_symptom_check|statin_interaction_check,,,,,A,advise_professional_consult|berberine|coq10|omega3|supplement_depleted_nutrient,서로 다른 제공자 계열의 참조안 일치,ACCEPT,,,2026-08-04T13:39:20+09:00,2026-08-04T13:39:28+09:00
KPI-5,kpi5-repl-001,Atorvastatin 복용자 상담에서 coq10 관계의 라벨과 원문 근거를 함께 제시하면?,coq10|depletion|p236|코엔자임Q10,"• 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,coq10|depletion|p236|p237|코엔자임Q10,"스타틴은 HMG-CoA 환원효소를 막아 메발론산 경로 하류의 CoQ10 합성까지 줄인다. 관계 라벨은 depletion이고, 원문 표기어로는 '코엔자임Q10'이 대응한다. 근거는 약물유발 영양소 고갈 표에 해당하며 236~237쪽 펼침면을 함께 제시한다. 블라인드 상태라 두 쪽 중 어느 쪽인지는 특정하지 못했다.",0.8,source_page_within_spread_unresolved_blind,coq10|depletion|p236|코엔자임Q10,"p236의 Atorvastatin 항목에서 원문 영양소 표기를 「코엔자임Q10」으로 읽고, 정규화 성분 coq10과 관계 라벨 depletion으로 대응했다.",0.98,,C,coq10|depletion|p236|코엔자임Q10,기록된 신뢰도 비교(0.98),ACCEPT,,,2026-08-04T13:39:30+09:00,2026-08-04T13:39:38+09:00
KPI-5,kpi5-repl-002,Esomeprazole 복용자 상담에서 calcium_citrate 관계의 라벨과 원문 근거를 함께 제시하면?,calcium_citrate|depletion|p237|칼슘,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,calcium_citrate|depletion|p236|p237|칼슘,"PPI가 위산을 줄이면 탄산칼슘이 이온화되지 않아 칼슘 흡수가 떨어진다. 관계 라벨은 depletion, 원문 표기어는 '칼슘'이다. 산에 의존하지 않는 구연산칼슘 형태를 권한다. 근거 쪽은 236~237쪽 펼침면으로 제시한다.",0.78,citrate_form_preferred_over_carbonate|ppi_reduces_acid_dependent_calcium_absorption|source_page_within_spread_unresolved_blind,calcium_citrate|depletion|p236|칼슘,p236의 Esomeprazole 항목에서 원문 영양소 「칼슘」을 depletion 관계로 읽었다. 요청 성분 calcium_citrate는 원문 칼슘을 상담용 제형 코드로 정규화한 값이다.,0.94,normalized_form_differs,C,calcium_citrate|depletion|p236|칼슘,기록된 신뢰도 비교(0.94),EDIT,calcium_citrate|depletion|p237|칼슘,,2026-08-04T13:39:40+09:00,2026-08-04T13:39:48+09:00
KPI-5,kpi5-repl-003,Esomeprazole 복용자 상담에서 magnesium_glycinate 관계의 라벨과 원문 근거를 함께 제시하면?,depletion|magnesium_glycinate|p237|마그네슘,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,depletion|magnesium_glycinate|p236|p237|마그네슘,"PPI를 오래 쓰면 장의 TRPM6/7 경로 흡수가 줄어 저마그네슘혈증이 생긴다. 관계 라벨은 depletion, 원문 표기어는 '마그네슘'이다. 1년 이상 복용자는 혈중 마그네슘을 확인한다. 근거 쪽은 236~237쪽 펼침면으로 제시한다.",0.82,long_term_use_requires_serum_mg_check|ppi_induced_hypomagnesemia|source_page_within_spread_unresolved_blind,depletion|magnesium_glycinate|p236|마그네슘,p236의 Esomeprazole 항목에서 원문 영양소 「마그네슘」을 depletion 관계로 읽었다. magnesium_glycinate는 해당 영양소의 상담용 정규화 코드이다.,0.94,normalized_form_differs,C,depletion|magnesium_glycinate|p236|마그네슘,기록된 신뢰도 비교(0.94),EDIT,depletion|magnesium_glycinate|p237|마그네슘,,2026-08-04T13:39:50+09:00,2026-08-04T13:39:58+09:00
KPI-5,kpi5-repl-004,Esomeprazole 복용자 상담에서 vitamin_b_complex 관계의 라벨과 원문 근거를 함께 제시하면?,depletion|p237|vitamin_b_complex|비타민 B1,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,depletion|p236|p237|vitamin_b_complex,PPI는 위산과 펩신 작용을 막아 식품 결합형 B12가 유리되지 않게 하고 흡수를 떨어뜨린다. 관계 라벨은 depletion이다. 다만 어휘 목록의 B군 원문 표기어는 '비타민 B1' 하나뿐인데 PPI에서 실제로 고갈되는 것은 B1이 아니라 B12라서 표기어를 붙이지 않았다. 정답지에 'B12' 표기어가 따로 있는지 확인이 필요하다.,0.62,ppi_depletes_b12_not_b1|source_page_within_spread_unresolved_blind|vocabulary_lacks_b12_source_term,depletion|p236|vitamin_b_complex|비타민 B1,p236의 Esomeprazole 항목에서 원문 영양소 「비타민 B1」을 depletion 관계로 읽고 vitamin_b_complex로 정규화했다. B군 전체 코드가 원문 단일 비타민보다 넓어 불확실성을 표시했다.,0.7,b_vitamin_normalization_broad,C,depletion|p236|vitamin_b_complex|비타민 B1,기록된 신뢰도 비교(0.70),EDIT,depletion|p237|vitamin_b_complex|비타민 B1,,2026-08-04T13:40:00+09:00,2026-08-04T13:40:08+09:00
KPI-5,kpi5-repl-005,Esomeprazole 복용자 상담에서 zinc 관계의 라벨과 원문 근거를 함께 제시하면?,depletion|p237|zinc|아연,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,depletion|p236|p237|zinc|아연,"아연은 위산에서 유리된 뒤 흡수되므로 PPI로 위산이 줄면 흡수율이 떨어진다. 관계 라벨은 depletion, 원문 표기어는 '아연'이다. B12·마그네슘에 비하면 근거 강도는 약한 편이다. 근거 쪽은 236~237쪽 펼침면으로 제시한다.",0.7,evidence_weaker_than_b12_and_mg|source_page_within_spread_unresolved_blind|zinc_absorption_acid_dependent,depletion|p236|zinc|아연,p236의 Esomeprazole 항목에서 원문 영양소 「아연」을 depletion 관계로 읽고 정규화 성분 zinc에 대응했다.,0.91,,C,depletion|p236|zinc|아연,기록된 신뢰도 비교(0.91),EDIT,depletion|p237|zinc|아연,,2026-08-04T13:40:10+09:00,2026-08-04T13:40:18+09:00
KPI-5,kpi5-repl-006,Furosemide 복용자 상담에서 calcium_citrate 관계의 라벨과 원문 근거를 함께 제시하면?,calcium_citrate|depletion|p236|칼슘,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,calcium_citrate|depletion|p236|p237|칼슘,"루프 이뇨제는 헨레고리 상행각의 재흡수를 막아 칼슘을 소변으로 내보낸다. 관계 라벨은 depletion, 원문 표기어는 '칼슘'이다. 장기 복용자는 골밀도를 함께 본다. 근거 쪽은 236~237쪽 펼침면으로 제시한다.",0.8,loop_diuretic_causes_hypercalciuria|monitor_bone_density_on_long_term_use|source_page_within_spread_unresolved_blind,calcium_citrate|depletion|p237|칼슘,p237의 Furosemide 항목에서 원문 영양소 「칼슘」을 depletion 관계로 읽었다. calcium_citrate는 원문 칼슘을 상담용 제형 코드로 정규화한 값이다.,0.96,normalized_form_differs,C,calcium_citrate|depletion|p237|칼슘,기록된 신뢰도 비교(0.96),EDIT,calcium_citrate|depletion|p236|칼슘,,2026-08-04T13:40:20+09:00,2026-08-04T13:40:28+09:00
KPI-5,kpi5-repl-007,Furosemide 복용자 상담에서 magnesium_glycinate 관계의 라벨과 원문 근거를 함께 제시하면?,depletion|magnesium_glycinate|p236|마그네슘,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|magnesium_glycinate|p236|p237|마그네슘,"루프 이뇨제는 마그네슘 재흡수까지 막아 저마그네슘혈증을 잘 만든다. 관계 라벨은 depletion, 원문 표기어는 '마그네슘'이다. 저칼륨혈증이 같이 오는 일이 많아 칼륨 수치도 함께 확인한다. 근거 쪽은 236~237쪽 펼침면으로 제시한다.",0.88,check_potassium_together|loop_diuretic_hypomagnesemia|source_page_within_spread_unresolved_blind,depletion|magnesium_glycinate|p237|마그네슘,p237의 Furosemide 항목에서 원문 영양소 「마그네슘」을 depletion 관계로 읽고 magnesium_glycinate에 대응했다.,0.97,normalized_form_differs,C,depletion|magnesium_glycinate|p237|마그네슘,기록된 신뢰도 비교(0.97),EDIT,depletion|magnesium_glycinate|p236|마그네슘,,2026-08-04T13:40:30+09:00,2026-08-04T13:40:38+09:00
KPI-5,kpi5-repl-008,Furosemide 복용자 상담에서 vitamin_b_complex 관계의 라벨과 원문 근거를 함께 제시하면?,depletion|p236|vitamin_b_complex|비타민 B1,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|p236|p237|vitamin_b_complex|비타민 B1,"Furosemide는 티아민의 소변 배설을 늘려 B1 결핍을 만들고, 심부전 환자에서 특히 문제가 된다. 관계 라벨은 depletion이고 원문 표기어 '비타민 B1'이 여기에 대응한다. 근거 쪽은 236~237쪽 펼침면으로 제시한다.",0.85,furosemide_increases_urinary_thiamine_loss|relevant_in_heart_failure|source_page_within_spread_unresolved_blind,depletion|p237|vitamin_b_complex|비타민 B1,p237의 Furosemide 항목에서 원문 영양소 「비타민 B1」을 depletion 관계로 읽고 vitamin_b_complex로 정규화했다.,0.99,b_vitamin_normalization_broad,C,depletion|p237|vitamin_b_complex|비타민 B1,기록된 신뢰도 비교(0.99),EDIT,depletion|p236|vitamin_b_complex|비타민 B1,,2026-08-04T13:40:40+09:00,2026-08-04T13:40:48+09:00
KPI-5,kpi5-repl-009,Furosemide 복용자 상담에서 zinc 관계의 라벨과 원문 근거를 함께 제시하면?,depletion|p236|zinc|아연,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|p236|p237|zinc|아연,"루프 이뇨제는 아연의 소변 배설을 늘려 혈중 아연을 떨어뜨린다. 관계 라벨은 depletion, 원문 표기어는 '아연'이다. 미각 저하나 상처 회복 지연이 보이면 우선 확인한다. 근거 쪽은 236~237쪽 펼침면으로 제시한다.",0.75,loop_diuretic_increases_urinary_zinc|source_page_within_spread_unresolved_blind,depletion|p237|zinc|아연,p237의 Furosemide 항목에서 원문 영양소 「아연」을 depletion 관계로 읽고 정규화 성분 zinc에 대응했다.,0.96,,C,depletion|p237|zinc|아연,기록된 신뢰도 비교(0.96),EDIT,depletion|p236|zinc|아연,,2026-08-04T13:40:50+09:00,2026-08-04T13:40:58+09:00
